year;number;content;answer;tags
1994;1;"Which of the following is the largest?<br> <br> <img src=""//latex.artofproblemsolving.com/5/d/3/5d34491f2b15310484e5ac5f5022c7fb21e2cf17.png"" class=""latex"" alt=""$\text{(A)}\ \dfrac{1}{3} \qquad \text{(B)}\ \dfrac{1}{4} \qquad \text{(C)}\ \dfrac{3}{8} \qquad \text{(D)}\ \dfrac{5}{12} \qquad \text{(E)}\ \dfrac{7}{24}$"" style=""vertical-align: -13px"" width=""367"" height=""38"">";D;least common multiple
1994;2;"<img src=""//latex.artofproblemsolving.com/4/6/7/467a544a684ac43f68b915ebd1280975a3e8890f.png"" class=""latex"" alt=""$\dfrac{1}{10}+\dfrac{2}{10}+\dfrac{3}{10}+\dfrac{4}{10}+\dfrac{5}{10}+\dfrac{6}{10}+\dfrac{7}{10}+\dfrac{8}{10}+\dfrac{9}{10}+\dfrac{55}{10}=$"" style=""vertical-align: -13px"" width=""440"" height=""38""><br> <br> <img src=""//latex.artofproblemsolving.com/5/4/b/54ba4b912c6576b3007ec34f25ba494022b2cf03.png"" class=""latex"" alt=""$\text{(A)}\ 4\dfrac{1}{2} \qquad \text{(B)}\ 6.4 \qquad \text{(C)}\ 9 \qquad \text{(D)}\ 10 \qquad \text{(E)}\ 11$"" style=""vertical-align: -12px"" width=""375"" height=""37"">";D;
1994;3;"Each day Maria must work <img src=""//latex.artofproblemsolving.com/8/4/5/8455f3b5cb3b4880b8c9d782a5c1f0334db819eb.png"" class=""latex"" alt=""$8$"" width=""8"" height=""12""> hours.  This does not include the <img src=""//latex.artofproblemsolving.com/f/2/7/f27da4fca6f3fecb215974023aad210b70ec3857.png"" class=""latex"" alt=""$45$"" style=""vertical-align: 0px"" width=""17"" height=""13""> minutes she takes for lunch.  If she begins working at <img src=""//latex.artofproblemsolving.com/b/b/4/bb49b56fb8a904681902dcaaf6ecb38fee372e51.png"" class=""latex"" alt=""$\text{7:25 A.M.}$"" style=""vertical-align: 0px"" width=""70"" height=""12""> and takes her lunch break at noon, then her working day will end at<br> <br> <img src=""//latex.artofproblemsolving.com/8/6/d/86d20c95841397e2bb00be54d63d83305b805ae8.png"" class=""latex"" alt=""$\text{(A)}\ \text{3:40 P.M.} \qquad \text{(B)}\ \text{3:55 P.M.} \qquad \text{(C)}\ \text{4:10 P.M.} \qquad \text{(D)}\ \text{4:25 P.M.} \qquad \text{(E)}\ \text{4:40 P.M.}$"" style=""vertical-align: -4px"" width=""631"" height=""17"">";C;
1994;4;"Which of the following represents the result when the figure shown below is rotated clockwise <img src=""//latex.artofproblemsolving.com/f/3/f/f3fd424e953ac76b50bf6103875acc049d21d3c2.png"" class=""latex"" alt=""$120^\circ$"" style=""vertical-align: 0px"" width=""33"" height=""13""> about its center?<br> <br> <img src=""//latex.artofproblemsolving.com/3/4/5/345a68ccc30ab7fe4809574d1f1c1c365988d5a1.png"" class=""asy-image"" width=""102"" height=""102"" alt=""[asy] unitsize(6); draw(circle((0,0),5)); draw((-1,2.5)--(1,2.5)--(0,2.5+sqrt(3))--cycle); draw(circle((-2.5,-1.5),1)); draw((1.5,-1)--(3,0)--(4,-1.5)--(2.5,-2.5)--cycle); [/asy]""><br> <br> <img src=""//latex.artofproblemsolving.com/f/4/7/f47a55bc62a8d92426b4e7b5274663eedfe64954.png"" class=""asy-image"" width=""582"" height=""132"" alt=""[asy] unitsize(6); for (int i = 0; i < 5; ++i) { draw(circle((12*i,0),5)); } draw((-1,2.5)--(1,2.5)--(0,2.5+sqrt(3))--cycle); draw(circle((-2.5,-1.5),1)); draw((1.5,-1)--(3,0)--(4,-1.5)--(2.5,-2.5)--cycle); draw((14,-2)--(16,-2)--(15,-2+sqrt(3))--cycle); draw(circle((12,3),1)); draw((10.5,-1)--(9,0)--(8,-1.5)--(9.5,-2.5)--cycle); draw((22,-2)--(20,-2)--(21,-2+sqrt(3))--cycle); draw(circle((27,-1),1)); draw((24,1.5)--(22.75,2.75)--(24,4)--(25.25,2.75)--cycle); draw((35,2.5)--(37,2.5)--(36,2.5+sqrt(3))--cycle); draw(circle((39,-1),1)); draw((34.5,-1)--(33,0)--(32,-1.5)--(33.5,-2.5)--cycle); draw((50,-2)--(52,-2)--(51,-2+sqrt(3))--cycle); draw(circle((45.5,-1.5),1)); draw((48,1.5)--(46.75,2.75)--(48,4)--(49.25,2.75)--cycle); label(&quot;(A)&quot;,(0,5),N); label(&quot;(B)&quot;,(12,5),N); label(&quot;(C)&quot;,(24,5),N); label(&quot;(D)&quot;,(36,5),N); label(&quot;(E)&quot;,(48,5),N); [/asy]"">";B;rotation
1994;5;"Given that <img src=""//latex.artofproblemsolving.com/5/3/e/53ec9545e2d262646f2daa2f2fc6fc3a9ac87f0b.png"" class=""latex"" alt=""$\text{1 mile} = \text{8 furlongs}$"" style=""vertical-align: -3px"" width=""139"" height=""15""> and <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/7/c/6/7c6c6b191904b0492d1b5e542ff5afc1785c792b.png"" class=""latex"" alt=""$\text{1 furlong} = \text{40 rods}$"" style=""vertical-align: -3px"" width=""141"" height=""15"">,</span> the number of rods in one mile is<br> <br> <img src=""//latex.artofproblemsolving.com/6/7/e/67e6ec00681ba3b93d8c776ca317a8d309c4e7f4.png"" class=""latex"" alt=""$\text{(A)}\ 5 \qquad \text{(B)}\ 320 \qquad \text{(C)}\ 660 \qquad \text{(D)}\ 1760 \qquad \text{(E)}\ 5280$"" style=""vertical-align: -4px"" width=""421"" height=""17"">";B;
1994;6;"The unit's digit (one's digit) of the product of any six consecutive positive whole numbers is<br> <br> <img src=""//latex.artofproblemsolving.com/f/5/1/f51b559a448d96a31b842a6d199f60beb8583fb7.png"" class=""latex"" alt=""$\text{(A)}\ 0 \qquad \text{(B)}\ 2 \qquad \text{(C)}\ 4 \qquad \text{(D)}\ 6 \qquad \text{(E)}\ 8$"" style=""vertical-align: -4px"" width=""330"" height=""17"">";A;
1994;7;"If <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/3/a/0/3a016ea793ee0f2ce04113d8e764e91f6297fa5b.png"" class=""latex"" alt=""$\angle A = 60^\circ $"" width=""74"" height=""13"">,</span> <img src=""//latex.artofproblemsolving.com/3/b/9/3b9db548b3edb5ae4b9d8366eba47b8f140ba2e0.png"" class=""latex"" alt=""$\angle E = 40^\circ $"" style=""vertical-align: 0px"" width=""75"" height=""13""> and <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/3/9/9/39909edd1c99239fdc6d6d41b9a82eb28fb54359.png"" class=""latex"" alt=""$\angle C = 30^\circ $"" width=""75"" height=""13"">,</span> then <img src=""//latex.artofproblemsolving.com/9/8/2/982b2b05c9a33842afea6af88e34b85648d87914.png"" class=""latex"" alt=""$\angle BDC = $"" width=""76"" height=""12""><br> <br> <img src=""//latex.artofproblemsolving.com/f/0/d/f0dc899c415371f7deef8daea361750c75ff942f.png"" class=""asy-image"" width=""252"" height=""168"" alt=""[asy] pair A,B,C,D,EE; A = origin; B = (2,0); C = (5,0); EE = (1.5,3); D = (1.75,1.5); draw(A--C--D); draw(B--EE--A); dot(A); dot(B); dot(C); dot(D); dot(EE); label(&quot;$A$&quot;,A,SW); label(&quot;$B$&quot;,B,S); label(&quot;$C$&quot;,C,SE); label(&quot;$D$&quot;,D,NE); label(&quot;$E$&quot;,EE,N); [/asy]""><br> <br> <img src=""//latex.artofproblemsolving.com/a/e/8/ae8e660ba366d1ce70934453ba8c53bb9ba43a92.png"" class=""latex"" alt=""$\text{(A)}\ 40^\circ \qquad \text{(B)}\ 50^\circ \qquad \text{(C)}\ 60^\circ \qquad \text{(D)}\ 70^\circ \qquad \text{(E)}\ 80^\circ$"" style=""vertical-align: -4px"" width=""412"" height=""17"">";B;
1994;8;"For how many three-digit whole numbers does the sum of the digits equal <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/6/6/6/66644fd9f411299c3c1eabf151b5f601c9ef6c21.png"" class=""latex"" alt=""$25$"" width=""17"" height=""12"">?</span><br> <br> <img src=""//latex.artofproblemsolving.com/3/6/a/36a2c3361c8e7de04a631a7a598505079acae6af.png"" class=""latex"" alt=""$\text{(A)}\ 2 \qquad \text{(B)}\ 4 \qquad \text{(C)}\ 6 \qquad \text{(D)}\ 8 \qquad \text{(E)}\ 10$"" style=""vertical-align: -4px"" width=""339"" height=""17"">";C;
1994;9;"A shopper buys a <img src=""//latex.artofproblemsolving.com/e/5/9/e59e2c6e83eb78cca610a5fd4070ae01c8d4ae60.png"" class=""latex"" alt=""$100$"" style=""vertical-align: 0px"" width=""26"" height=""13""> dollar coat on sale for <img src=""//latex.artofproblemsolving.com/a/f/6/af689d21c3a150ae6adb56f97fe6ed7a6b28ec45.png"" class=""latex"" alt=""$20\% $"" style=""vertical-align: -1px"" width=""32"" height=""14""> off.  An additional <img src=""//latex.artofproblemsolving.com/7/9/0/79069377f91364c2f87a64e5f9f562a091c8a6c1.png"" class=""latex"" alt=""$5$"" width=""8"" height=""12""> dollars are taken off the sale price by using a discount coupon.  A sales tax of <img src=""//latex.artofproblemsolving.com/4/3/9/4399b9de0730e97a17926659ef6acb9559140aa1.png"" class=""latex"" alt=""$8\% $"" style=""vertical-align: -1px"" width=""23"" height=""14""> is paid on the final selling price.  The total amount the shopper pays for the coat is<br> <br> <img src=""//latex.artofproblemsolving.com/7/4/8/748c4d4d30685131cb2891dc7b8164c89e86fc12.png"" class=""latex"" alt=""$\text{(A)}\ \text{81.00 dollars} \qquad \text{(B)}\ \text{81.40 dollars} \qquad \text{(C)}\ \text{82.00 dollars} \qquad \text{(D)}\ \text{82.08 dollars} \qquad \text{(E)}\ \text{82.40 dollars}$"" style=""vertical-align: -4px"" width=""742"" height=""17"">";A;
1994;10;"For how many positive integer values of <img src=""//latex.artofproblemsolving.com/f/c/9/fc97ef67268cd4e91bacdf12b8901d7036c9a056.png"" class=""latex"" alt=""$N$"" width=""16"" height=""12""> is the expression <img src=""//latex.artofproblemsolving.com/3/c/6/3c60db2176bcc492b6b383b3f30df9defabe209b.png"" class=""latex"" alt=""$\dfrac{36}{N+2}$"" style=""vertical-align: -14px"" width=""50"" height=""39""> an integer?<br> <br> <img src=""//latex.artofproblemsolving.com/c/3/0/c309705a9e99f5122c6a535f1c7147de17d08d90.png"" class=""latex"" alt=""$\text{(A)}\ 7 \qquad \text{(B)}\ 8 \qquad \text{(C)}\ 9 \qquad \text{(D)}\ 10 \qquad \text{(E)}\ 12$"" style=""vertical-align: -4px"" width=""348"" height=""17"">";A;
1994;11;"Last summer <img src=""//latex.artofproblemsolving.com/e/5/9/e59e2c6e83eb78cca610a5fd4070ae01c8d4ae60.png"" class=""latex"" alt=""$100$"" style=""vertical-align: 0px"" width=""26"" height=""13""> students attended basketball camp.  Of those attending, <img src=""//latex.artofproblemsolving.com/5/e/1/5e1d1611143f5792dc0f61f3b130af88cb790c04.png"" class=""latex"" alt=""$52$"" width=""17"" height=""12""> were boys and <img src=""//latex.artofproblemsolving.com/5/a/f/5afbad0b221f0ef70186fe70b08e6fc1efdd8dfa.png"" class=""latex"" alt=""$48$"" style=""vertical-align: 0px"" width=""17"" height=""13""> were girls.  Also, <img src=""//latex.artofproblemsolving.com/7/8/7/78792fe4680a164f537ea72a4f900e4471433c3b.png"" class=""latex"" alt=""$40$"" style=""vertical-align: 0px"" width=""17"" height=""13""> students were from Jonas Middle School and <img src=""//latex.artofproblemsolving.com/3/0/2/302e99c1c7cd91a6ae371139e5142ccef5977dca.png"" class=""latex"" alt=""$60$"" width=""17"" height=""12""> were from Clay Middle School.  Twenty of the girls were from Jonas Middle School.  How many of the boys were from Clay Middle School?<br> <br> <img src=""//latex.artofproblemsolving.com/f/d/c/fdc54e6b8a9b98e65040d087677f17c82cf2cf6b.png"" class=""latex"" alt=""$\text{(A)}\ 20 \qquad \text{(B)}\ 32 \qquad \text{(C)}\ 40 \qquad \text{(D)}\ 48 \qquad \text{(E)}\ 52$"" style=""vertical-align: -4px"" width=""375"" height=""17"">";B;
1994;12;"Each of the three large squares shown below is the same size.  Segments that intersect the sides of the squares intersect at the midpoints of the sides.  How do the shaded areas of these squares compare?<br> <br> <img src=""//latex.artofproblemsolving.com/0/7/9/0798888119d6d324787e83563c34a9077d55f2b0.png"" class=""asy-image"" width=""482"" height=""145"" alt=""[asy] unitsize(36); fill((0,0)--(1,0)--(1,1)--cycle,gray); fill((1,1)--(1,2)--(2,2)--cycle,gray); draw((0,0)--(2,0)--(2,2)--(0,2)--cycle); draw((1,0)--(1,2)); draw((0,0)--(2,2));  fill((3,1)--(4,1)--(4,2)--(3,2)--cycle,gray); draw((3,0)--(5,0)--(5,2)--(3,2)--cycle); draw((4,0)--(4,2)); draw((3,1)--(5,1));  fill((6,1)--(6.5,0.5)--(7,1)--(7.5,0.5)--(8,1)--(7.5,1.5)--(7,1)--(6.5,1.5)--cycle,gray); draw((6,0)--(8,0)--(8,2)--(6,2)--cycle); draw((6,0)--(8,2)); draw((6,2)--(8,0)); draw((7,0)--(6,1)--(7,2)--(8,1)--cycle);  label(&quot;$I$&quot;,(1,2),N); label(&quot;$II$&quot;,(4,2),N); label(&quot;$III$&quot;,(7,2),N); [/asy]""><br> <br> <img src=""//latex.artofproblemsolving.com/4/a/b/4abca54923ee2df6473348f7dee36c26b3ac8961.png"" class=""latex"" alt=""$\text{(A)}\ \text{The shaded areas in all three are equal.}$"" style=""vertical-align: -5px"" width=""320"" height=""18""><br> <br> <img src=""//latex.artofproblemsolving.com/7/4/f/74f225f4192e0ecf9ceba03e8650f447bf693d6c.png"" class=""latex"" alt=""$\text{(B)}\ \text{Only the shaded areas of }I\text{ and }II\text{ are equal.}$"" style=""vertical-align: -5px"" width=""361"" height=""18""><br> <br> <img src=""//latex.artofproblemsolving.com/3/4/8/348fa85ba61085667393a32175f5974df9f84ff7.png"" class=""latex"" alt=""$\text{(C)}\ \text{Only the shaded areas of }I\text{ and }III\text{ are equal.}$"" style=""vertical-align: -4px"" width=""368"" height=""17""><br> <br> <img src=""//latex.artofproblemsolving.com/b/3/9/b39a1a7b5654f820618818bc039e0e49ff9168e5.png"" class=""latex"" alt=""$\text{(D)}\ \text{Only the shaded areas of }II\text{ and }III\text{ are equal.}$"" style=""vertical-align: -4px"" width=""378"" height=""17""><br> <br> <img src=""//latex.artofproblemsolving.com/2/3/0/23006959200425a74cca37680d93066c8673b776.png"" class=""latex"" alt=""$\text{(E)}\ \text{The shaded areas of }I, II\text{ and }III\text{ are all different.}$"" style=""vertical-align: -5px"" width=""406"" height=""18"">";A;AJHSME,AMC 8
1994;13;"The number halfway between <img src=""//latex.artofproblemsolving.com/c/5/5/c55ed481f94445cc6cf731c6585a80ede1608cdc.png"" class=""latex"" alt=""$\dfrac{1}{6}$"" style=""vertical-align: -12px"" width=""11"" height=""37""> and <img src=""//latex.artofproblemsolving.com/4/1/5/415dd5722f2b57ce55e47766ccb11a0cdc4eb051.png"" class=""latex"" alt=""$\dfrac{1}{4}$"" style=""vertical-align: -13px"" width=""11"" height=""37""> is<br> <br> <img src=""//latex.artofproblemsolving.com/b/6/1/b61e98d248e444adfc6410947d8e6a5ca9388f6b.png"" class=""latex"" alt=""$\text{(A)}\ \dfrac{1}{10} \qquad \text{(B)}\ \dfrac{1}{5} \qquad \text{(C)}\ \dfrac{5}{24} \qquad \text{(D)}\ \dfrac{7}{24} \qquad \text{(E)}\ \dfrac{5}{12}$"" style=""vertical-align: -13px"" width=""385"" height=""38"">";C;
1994;14;"Two children at a time can play pairball.  For <img src=""//latex.artofproblemsolving.com/b/f/c/bfcfee7bd8a5e15e5f6b7881c138de43651572a9.png"" class=""latex"" alt=""$90$"" width=""17"" height=""12""> minutes, with only two children playing at time, five children take turns so that each one plays the same amount of time.  The number of minutes each child plays is<br> <br> <img src=""//latex.artofproblemsolving.com/7/b/8/7b87d0c317fcb22d54be7516068784ec4455ad2a.png"" class=""latex"" alt=""$\text{(A)}\ 9 \qquad \text{(B)}\ 10 \qquad \text{(C)}\ 18 \qquad \text{(D)}\ 20 \qquad \text{(E)}\ 36$"" style=""vertical-align: -4px"" width=""366"" height=""17"">";E;
1994;15;"If this path is to continue in the same pattern:<br> <br> <img src=""//latex.artofproblemsolving.com/b/3/3/b339e873c8534766f60bc07d45fbc1145069b7e4.png"" class=""asy-image"" width=""282"" height=""85"" alt=""[asy] unitsize(24); draw((0,0)--(1,0)--(1,1)--(2,1)--(2,0)--(3,0)--(3,1)--(4,1)--(4,0)--(5,0)--(5,1)--(6,1)); draw((2/3,1/5)--(1,0)--(2/3,-1/5)); draw((4/5,2/3)--(1,1)--(6/5,2/3)); draw((5/3,6/5)--(2,1)--(5/3,4/5)); draw((9/5,1/3)--(2,0)--(11/5,1/3)); draw((8/3,1/5)--(3,0)--(8/3,-1/5)); draw((14/5,2/3)--(3,1)--(16/5,2/3)); draw((11/3,6/5)--(4,1)--(11/3,4/5)); draw((19/5,1/3)--(4,0)--(21/5,1/3)); draw((14/3,1/5)--(5,0)--(14/3,-1/5)); draw((24/5,2/3)--(5,1)--(26/5,2/3)); draw((17/3,6/5)--(6,1)--(17/3,4/5)); dot((0,0)); dot((1,0)); dot((1,1)); dot((2,1)); dot((2,0)); dot((3,0)); dot((3,1)); dot((4,1)); dot((4,0)); dot((5,0)); dot((5,1)); label(&quot;$0$&quot;,(0,0),S); label(&quot;$1$&quot;,(1,0),S); label(&quot;$2$&quot;,(1,1),N); label(&quot;$3$&quot;,(2,1),N); label(&quot;$4$&quot;,(2,0),S); label(&quot;$5$&quot;,(3,0),S); label(&quot;$6$&quot;,(3,1),N); label(&quot;$7$&quot;,(4,1),N); label(&quot;$8$&quot;,(4,0),S); label(&quot;$9$&quot;,(5,0),S); label(&quot;$10$&quot;,(5,1),N); label(&quot;$\vdots$&quot;,(5.85,0.5),E); label(&quot;$\cdots$&quot;,(6.5,0.15),S); [/asy]""><br> <br> then which sequence of arrows goes from point <img src=""//latex.artofproblemsolving.com/f/1/6/f167612295ce2601bd901b9721fa6c879dfa52cd.png"" class=""latex"" alt=""$425$"" style=""vertical-align: 0px"" width=""26"" height=""13""> to point <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/1/2/d/12dfb4ec3d7a21965302063f51738293e5a1cfb5.png"" class=""latex"" alt=""$427$"" style=""vertical-align: 0px"" width=""27"" height=""12"">?</span><br> <br> <img src=""//latex.artofproblemsolving.com/e/5/e/e5eb08a30433a9fcb5c7b4a3012e6bd2727902d4.png"" class=""asy-image"" width=""742"" height=""58"" alt=""[asy] unitsize(24); dot((0,0)); dot((0,1)); dot((1,1)); draw((0,0)--(0,1)--(1,1)); draw((-1/5,2/3)--(0,1)--(1/5,2/3)); draw((2/3,6/5)--(1,1)--(2/3,4/5)); label(&quot;(A)&quot;,(-1/3,1/3),W); dot((4,0)); dot((5,0)); dot((5,1)); draw((4,0)--(5,0)--(5,1)); draw((14/3,1/5)--(5,0)--(14/3,-1/5)); draw((24/5,2/3)--(5,1)--(26/5,2/3)); label(&quot;(B)&quot;,(11/3,1/3),W); dot((8,1)); dot((8,0)); dot((9,0)); draw((8,1)--(8,0)--(9,0)); draw((39/5,1/3)--(8,0)--(41/5,1/3)); draw((26/3,1/5)--(9,0)--(26/3,-1/5)); label(&quot;(C)&quot;,(23/3,1/3),W); dot((12,1)); dot((13,1)); dot((13,0)); draw((12,1)--(13,1)--(13,0)); draw((38/3,6/5)--(13,1)--(38/3,4/5)); draw((64/5,1/3)--(13,0)--(66/5,1/3)); label(&quot;(D)&quot;,(35/3,1/3),W); dot((17,1)); dot((17,0)); dot((16,0)); draw((17,1)--(17,0)--(16,0)); draw((84/5,1/3)--(17,0)--(86/5,1/3)); draw((49/3,1/5)--(16,0)--(49/3,-1/5)); label(&quot;(E)&quot;,(47/3,1/3),W); [/asy]"">";A;
1994;16;"The perimeter of one square is <img src=""//latex.artofproblemsolving.com/7/c/d/7cde695f2e4542fd01f860a89189f47a27143b66.png"" class=""latex"" alt=""$3$"" width=""8"" height=""12""> times the perimeter of another square.  The area of the larger square is how many times the area of the smaller square?<br> <br> <img src=""//latex.artofproblemsolving.com/c/b/4/cb414d104f51f69fcc392e8c87b0c3119bf9225a.png"" class=""latex"" alt=""$\text{(A)}\ 2 \qquad \text{(B)}\ 3 \qquad \text{(C)}\ 4 \qquad \text{(D)}\ 6 \qquad \text{(E)}\ 9$"" style=""vertical-align: -4px"" width=""330"" height=""17"">";E;geometry,perimeter,ratio,MATHCOUNTS
1994;17;"Pauline Bunyan can shovel snow at the rate of <img src=""//latex.artofproblemsolving.com/f/8/3/f8366cd6196dd8a9da6d38a3e9eafb109e99d53e.png"" class=""latex"" alt=""$20$"" width=""17"" height=""12""> cubic yards for the first hour, <img src=""//latex.artofproblemsolving.com/e/f/b/efbfe273946ff9f971c5eab331ca39caa6fdf7f4.png"" class=""latex"" alt=""$19$"" style=""vertical-align: 0px"" width=""17"" height=""13""> cubic yards for the second, <img src=""//latex.artofproblemsolving.com/5/e/7/5e7a1b6098a8c98b8e4adae526aeef4b91712620.png"" class=""latex"" alt=""$18$"" style=""vertical-align: 0px"" width=""17"" height=""13""> for the third, etc., always shoveling one cubic yard less per hour than the previous hour.  If her driveway is <img src=""//latex.artofproblemsolving.com/c/7/c/c7cab1a05e1e0c1d51a6a219d96577a16b7abf9d.png"" class=""latex"" alt=""$4$"" style=""vertical-align: 0px"" width=""9"" height=""12""> yards wide, <img src=""//latex.artofproblemsolving.com/f/c/6/fc606f7f1e530731ab4f1cc364c01dc64a4455ee.png"" class=""latex"" alt=""$10$"" style=""vertical-align: 0px"" width=""17"" height=""13""> yards long, and covered with snow <img src=""//latex.artofproblemsolving.com/7/c/d/7cde695f2e4542fd01f860a89189f47a27143b66.png"" class=""latex"" alt=""$3$"" width=""8"" height=""12""> yards deep, then the number of hours it will take her to shovel it clean is closest to<br> <br> <img src=""//latex.artofproblemsolving.com/0/3/5/035f085c36f94bfa07b083a73bccc71ca5cd772a.png"" class=""latex"" alt=""$\text{(A)}\ 4 \qquad \text{(B)}\ 5 \qquad \text{(C)}\ 6 \qquad \text{(D)}\ 7 \qquad \text{(E)}\ 12$"" style=""vertical-align: -4px"" width=""339"" height=""17"">";D;
1994;18;"Mike leaves home and drives slowly east through city traffic.  When he reaches the highway he drives east more rapidly until he reaches the shopping mall where he stops.  He shops at the mall for an hour.  Mike returns home by the same route as he came, driving west rapidly along the highway and then slowly through city traffic.  Each graph shows the distance from home on the vertical axis versus the time elapsed since leaving home on the horizontal axis.  Which graph is the best representation of Mike's trip?<br> <br> <img src=""//latex.artofproblemsolving.com/5/4/f/54fa0589b184daa9603f51226247a036be9ec376.png"" class=""asy-image"" width=""848"" height=""532"" alt=""[asy] import graph; unitsize(12); real a(real x) {return ((x-15)^2)/2;} real b(real x) {return ((x-25)^2)/2;} real c(real x) {return ((x-30)^2 * (x-40)^2) * 8/625;} real d(real x) {return ((x-15)^2)*8/25-15;} real e(real x) {return ((x-25)^2)*8/25-15;} draw((0,9)--(0,0)--(11,0)); draw((15,9)--(15,0)--(26,0)); draw((30,9)--(30,0)--(41,0)); draw((0,-6)--(0,-15)--(11,-15)); draw((15,-6)--(15,-15)--(26,-15)); draw((0,0)--(3,8)--(7,8)--(10,0)); draw(graph(a,15,17)); draw((17,2)--(18,8)--(22,8)--(23,2)); draw(graph(b,23,25)); draw(graph(c,30,40)); draw((0,-15)--(5,-7)--(10,-15)); draw(graph(d,15,20)); draw(graph(e,20,25)); for (int k=0; k<3; ++k) { label(&quot;d&quot;,(15*k-1,8),N); label(&quot;i&quot;,(15*k-1,7),N); label(&quot;s&quot;,(15*k-1,6),N); label(&quot;t&quot;,(15*k-1,5),N); label(&quot;a&quot;,(15*k-1,4),N); label(&quot;n&quot;,(15*k-1,3),N); label(&quot;c&quot;,(15*k-1,2),N); label(&quot;e&quot;,(15*k-1,1),N); label(&quot;time&quot;,(15*k+8,0),S); } for (int k=0; k<2; ++k) { label(&quot;d&quot;,(15*k-1,8-15),N); label(&quot;i&quot;,(15*k-1,7-15),N); label(&quot;s&quot;,(15*k-1,6-15),N); label(&quot;t&quot;,(15*k-1,5-15),N); label(&quot;a&quot;,(15*k-1,4-15),N); label(&quot;n&quot;,(15*k-1,3-15),N); label(&quot;c&quot;,(15*k-1,2-15),N); label(&quot;e&quot;,(15*k-1,1-15),N); label(&quot;time&quot;,(15*k+8,0-15),S); } label(&quot;(A)&quot;,(5,9),N); label(&quot;(B)&quot;,(20,9),N); label(&quot;(C)&quot;,(35,9),N); label(&quot;(D)&quot;,(5,-6),N); label(&quot;(E)&quot;,(20,-6),N); [/asy]"">";B;
1994;19;"Around the outside of a <img src=""//latex.artofproblemsolving.com/c/7/c/c7cab1a05e1e0c1d51a6a219d96577a16b7abf9d.png"" class=""latex"" alt=""$4$"" style=""vertical-align: 0px"" width=""9"" height=""12""> by <img src=""//latex.artofproblemsolving.com/c/7/c/c7cab1a05e1e0c1d51a6a219d96577a16b7abf9d.png"" class=""latex"" alt=""$4$"" style=""vertical-align: 0px"" width=""9"" height=""12""> square, construct four semicircles (as shown in the figure) with the four sides of the square as their diameters.  Another square, <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/f/9/e/f9efaf9474c5658c4089523e2aff4e11488f8603.png"" class=""latex"" alt=""$ABCD$"" width=""57"" height=""13"">,</span> has its sides parallel to the corresponding sides of the original square, and each side of <img src=""//latex.artofproblemsolving.com/f/9/e/f9efaf9474c5658c4089523e2aff4e11488f8603.png"" class=""latex"" alt=""$ABCD$"" width=""57"" height=""13""> is tangent to one of the semicircles.  The area of the square <img src=""//latex.artofproblemsolving.com/f/9/e/f9efaf9474c5658c4089523e2aff4e11488f8603.png"" class=""latex"" alt=""$ABCD$"" width=""57"" height=""13""> is<br> <br> <img src=""//latex.artofproblemsolving.com/1/6/4/1647e4063573eec7bb48f68f685ea124d226c3bb.png"" class=""asy-image"" width=""252"" height=""245"" alt=""[asy] pair A,B,C,D; A = origin; B = (4,0); C = (4,4); D = (0,4); draw(A--B--C--D--cycle); draw(arc((2,1),(1,1),(3,1),CCW)--arc((3,2),(3,1),(3,3),CCW)--arc((2,3),(3,3),(1,3),CCW)--arc((1,2),(1,3),(1,1),CCW)); draw((1,1)--(3,1)--(3,3)--(1,3)--cycle); dot(A); dot(B); dot(C); dot(D); dot((1,1)); dot((3,1)); dot((1,3)); dot((3,3)); label(&quot;$A$&quot;,A,SW); label(&quot;$B$&quot;,B,SE); label(&quot;$C$&quot;,C,NE); label(&quot;$D$&quot;,D,NW); [/asy]""><br> <br> <img src=""//latex.artofproblemsolving.com/d/e/f/def285e7ce4b77b8c42d8a99f89ac26d25bb7e35.png"" class=""latex"" alt=""$\text{(A)}\ 16 \qquad \text{(B)}\ 32 \qquad \text{(C)}\ 36 \qquad \text{(D)}\ 48 \qquad \text{(E)}\ 64$"" style=""vertical-align: -4px"" width=""376"" height=""17"">";E;geometry
